,customerid,balance,numofproducts,hascrcard,tenure,isactivemember,exited,surname,creditscore,geography,gender,age,estimatedsalary,estimatedsalary_group,age_group,saving,saving_group,creditscore_group,numofproducts_scale,creditscore_scale,age_scale,gender_scale,geography_germany,geography_spain,age_group_21-23,age_group_24-32,age_group_33-44,age_group_45-60,age_group_above 60,numofproducts_2,numofproducts_3,numofproducts_4,saving_group_below 50k,saving_group_50k-100k,saving_group_100k - 150k,saving_group_150k - 200k,saving_group_above 200k,creditscore_group_650-700,creditscore_group_above 700,stay_proba,exit_proba,predicted
6535,15782364,146408.68,1,0,3,0,0,Bevan,521,spain,female,39,72993.67,50k - 100k,33-44,1,100k - 150k,below 650,0.0,0.34199999999999997,0.2837837837837838,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3390902200593492,0.6609097799406508,1.0
6536,15604093,165363.31,2,1,4,1,1,Neitenstein,546,france,male,34,25744.13,20k-50k,33-44,1,150k - 200k,below 650,0.3333333333333333,0.392,0.21621621621621623,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.9163614349338697,0.08363856506613035,0.0
6537,15749328,0.0,2,0,1,0,1,Johnson,697,france,female,45,46807.62,20k-50k,45-60,0,no saving,650-700,0.3333333333333333,0.6940000000000001,0.36486486486486486,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.36288998535482053,0.6371100146451795,1.0
6538,15656322,71843.15,1,0,3,0,0,Sandover,571,germany,male,33,26772.04,20k-50k,33-44,1,50k-100k,below 650,0.0,0.44200000000000006,0.2027027027027027,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.330662512260676,0.669337487739324,1.0
6539,15685564,105492.53,1,1,5,1,0,Nnamutaezinwa,748,spain,male,35,150057.2,150k - 200k,33-44,1,100k - 150k,above 700,0.0,0.7959999999999999,0.22972972972972977,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.689554498241225,0.310445501758775,0.0
6540,15785831,183027.25,1,1,7,1,0,Sinclair,591,france,male,35,56028.79,50k - 100k,33-44,1,150k - 200k,below 650,0.0,0.4819999999999999,0.22972972972972977,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7042766513512816,0.2957233486487184,0.0
6541,15796218,131968.57,2,1,1,1,0,Wei,814,germany,male,29,147693.92,100k - 150k,24-32,1,100k - 150k,above 700,0.3333333333333333,0.928,0.14864864864864863,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.9172557313857009,0.08274426861429911,0.0
6542,15716218,104118.5,1,1,3,1,0,Higgins,709,france,female,45,174032.0,150k - 200k,45-60,1,100k - 150k,above 700,0.0,0.7179999999999999,0.36486486486486486,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.24248129603592639,0.7575187039640736,1.0
6543,15572735,0.0,2,1,2,1,0,Chang,433,spain,male,27,153698.65,150k - 200k,24-32,0,no saving,below 650,0.3333333333333333,0.16599999999999993,0.12162162162162166,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9595656120160743,0.040434387983925735,0.0
6544,15633840,125023.1,2,1,0,1,0,Henderson,781,france,male,20,108301.45,100k - 150k,18-20,1,100k - 150k,above 700,0.3333333333333333,0.862,0.02702702702702703,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.9495010953522511,0.05049890464774886,0.0
6545,15608760,74323.2,1,1,4,1,0,Cox,656,france,female,30,22929.08,20k-50k,24-32,1,50k-100k,650-700,0.0,0.612,0.16216216216216217,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8412894753521641,0.15871052464783583,0.0
6546,15627848,109346.13,2,0,7,0,0,Tsui,683,france,male,38,102665.92,100k - 150k,33-44,1,100k - 150k,650-700,0.3333333333333333,0.666,0.27027027027027034,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.8407672568688278,0.15923274313117225,0.0
6547,15792029,0.0,2,0,6,0,0,Lee,620,france,male,32,56139.09,50k - 100k,24-32,0,no saving,below 650,0.3333333333333333,0.5399999999999999,0.1891891891891892,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9113068935669707,0.08869310643302926,0.0
6548,15617331,109698.41,1,1,3,1,1,Sergeyeva,637,germany,female,39,88391.29,50k - 100k,33-44,1,100k - 150k,below 650,0.0,0.574,0.2837837837837838,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3541709640876901,0.6458290359123099,1.0
6549,15651740,0.0,2,1,5,1,0,Napolitani,525,spain,female,30,149195.44,100k - 150k,24-32,0,no saving,below 650,0.3333333333333333,0.35,0.16216216216216217,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9337203771416623,0.06627962285833766,0.0
6550,15636407,127758.09,1,0,5,0,0,Beatham,793,germany,female,34,143357.03,100k - 150k,33-44,1,100k - 150k,above 700,0.0,0.886,0.21621621621621623,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1818806650337742,0.8181193349662258,1.0
6551,15607526,102645.48,1,0,1,0,1,Lu,638,germany,male,50,168359.98,150k - 200k,45-60,1,100k - 150k,below 650,0.0,0.576,0.4324324324324324,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.06944232366950565,0.9305576763304944,1.0
6552,15632576,93249.4,1,0,4,0,0,Yashina,520,france,male,31,77335.75,50k - 100k,24-32,1,50k-100k,below 650,0.0,0.33999999999999997,0.1756756756756757,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.749807111938768,0.25019288806123197,0.0
6553,15581505,0.0,2,0,5,0,0,Bales,641,france,male,35,93148.93,50k - 100k,33-44,0,no saving,below 650,0.3333333333333333,0.582,0.22972972972972977,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.8143927520866135,0.18560724791338645,0.0
6554,15612207,87779.83,1,1,1,1,1,Hill,840,germany,female,51,36687.11,20k-50k,45-60,1,50k-100k,above 700,0.0,0.9799999999999999,0.445945945945946,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.1324227814763651,0.8675772185236349,1.0
6555,15707242,0.0,2,0,5,0,0,Ibeamaka,504,spain,male,40,146703.36,100k - 150k,33-44,0,no saving,below 650,0.3333333333333333,0.30799999999999994,0.2972972972972973,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.804943070992409,0.19505692900759103,0.0
6556,15721937,138131.34,1,1,0,1,0,Romilly,686,france,male,38,115927.85,100k - 150k,33-44,1,100k - 150k,650-700,0.0,0.672,0.27027027027027034,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.7343554909016731,0.26564450909832693,0.0
6557,15773852,70362.52,2,1,4,1,0,Hayes,533,germany,male,38,104189.46,100k - 150k,33-44,1,50k-100k,below 650,0.3333333333333333,0.366,0.27027027027027034,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.8508314457087748,0.1491685542912252,0.0
6558,15719778,0.0,2,0,1,0,0,Chiu,577,france,female,32,9902.39,1k-20k,24-32,0,no saving,below 650,0.3333333333333333,0.45399999999999985,0.1891891891891892,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8636134539838688,0.13638654601613118,0.0
6559,15650538,168286.58,1,0,7,0,1,Sun,445,germany,female,48,16645.77,1k-20k,45-60,1,150k - 200k,below 650,0.0,0.18999999999999995,0.40540540540540543,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.03969217337877795,0.960307826621222,1.0
6560,15797475,86102.27,1,0,3,0,1,Brennan,720,france,male,44,180134.88,150k - 200k,33-44,1,50k-100k,above 700,0.0,0.7399999999999999,0.35135135135135137,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.5750373536279455,0.4249626463720545,0.0
6561,15780359,115142.9,1,1,4,1,0,Storey,643,germany,male,25,148098.95,100k - 150k,24-32,1,100k - 150k,below 650,0.0,0.586,0.09459459459459457,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7039491431229623,0.2960508568770377,0.0
6562,15737104,126597.89,2,1,0,1,1,Lawson,652,germany,female,47,38798.79,20k-50k,45-60,1,100k - 150k,650-700,0.3333333333333333,0.604,0.39189189189189194,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.36317441872939316,0.6368255812706068,1.0
6563,15789936,0.0,2,0,2,0,0,T'ao,663,france,female,33,153295.0,150k - 200k,33-44,0,no saving,650-700,0.3333333333333333,0.626,0.2027027027027027,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.7576082387799753,0.24239176122002473,0.0
6564,15709523,157989.21,2,1,0,1,0,Yao,525,germany,female,30,100687.67,100k - 150k,24-32,1,150k - 200k,below 650,0.3333333333333333,0.35,0.16216216216216217,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8504643730537299,0.14953562694627007,0.0
6565,15593425,187997.15,1,0,1,0,1,Bracewell,662,spain,female,54,111442.71,100k - 150k,45-60,1,150k - 200k,650-700,0.0,0.624,0.48648648648648657,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.10930218648237155,0.8906978135176284,1.0
6566,15776725,172192.49,1,1,8,1,0,Kerr,724,germany,male,54,136902.01,100k - 150k,45-60,1,150k - 200k,above 700,0.0,0.7479999999999999,0.48648648648648657,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.1661043347628519,0.8338956652371481,1.0
6567,15604706,133105.47,1,0,1,0,1,Blake,581,germany,male,38,105732.9,100k - 150k,33-44,1,100k - 150k,below 650,0.0,0.46199999999999986,0.27027027027027034,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.29744965821185587,0.7025503417881441,1.0
6568,15790958,0.0,2,1,4,1,0,Sanders,685,spain,male,38,35884.91,20k-50k,33-44,0,no saving,650-700,0.3333333333333333,0.67,0.27027027027027034,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.9262900345466711,0.07370996545332881,0.0
6569,15747534,0.0,1,0,10,0,1,Torkelson,595,france,male,46,73489.15,50k - 100k,45-60,0,no saving,below 650,0.0,0.4899999999999999,0.37837837837837845,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1627272956231176,0.8372727043768824,1.0
6570,15574237,0.0,2,1,8,1,0,Hsueh,588,france,female,21,110114.19,100k - 150k,21-23,0,no saving,below 650,0.3333333333333333,0.47599999999999987,0.040540540540540515,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.918605578089029,0.08139442191097096,0.0
6571,15690332,192407.97,1,1,3,1,0,Wang,647,germany,male,35,40145.28,20k-50k,33-44,1,150k - 200k,below 650,0.0,0.594,0.22972972972972977,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5176948275035345,0.4823051724964655,0.0
6572,15661290,107199.75,1,0,9,0,0,Hightower,785,germany,female,38,146398.51,100k - 150k,33-44,1,100k - 150k,above 700,0.0,0.87,0.27027027027027034,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.20413014031512955,0.7958698596848705,1.0
6573,15651883,115796.7,1,0,6,0,1,Genovesi,794,germany,female,55,160526.36,150k - 200k,45-60,1,100k - 150k,above 700,0.0,0.888,0.5,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.04930826721191395,0.950691732788086,1.0
6574,15808905,164858.18,1,1,5,1,0,Levan,823,france,male,37,173516.71,150k - 200k,33-44,1,150k - 200k,above 700,0.0,0.9460000000000001,0.25675675675675674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.7262973025345733,0.27370269746542675,0.0
6575,15715532,117633.28,1,1,4,1,0,Lai,687,germany,male,38,88396.6,50k - 100k,33-44,1,100k - 150k,650-700,0.0,0.674,0.27027027027027034,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5470047262151516,0.4529952737848484,0.0
6576,15786078,0.0,2,0,9,0,0,Loginov,850,france,female,28,185821.41,150k - 200k,24-32,0,no saving,above 700,0.3333333333333333,0.9999999999999999,0.13513513513513514,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8614804113372462,0.13851958866275382,0.0
6577,15652401,0.0,2,0,7,0,0,Lafleur,496,france,female,36,108098.28,100k - 150k,33-44,0,no saving,below 650,0.3333333333333333,0.2919999999999999,0.24324324324324326,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.7125776956717815,0.2874223043282184,0.0
6578,15673074,126663.51,1,1,6,1,0,Obidimkpa,527,germany,female,30,162267.91,150k - 200k,24-32,1,100k - 150k,below 650,0.0,0.354,0.16216216216216217,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5807235314479469,0.41927646855205314,0.0
6579,15598744,140273.47,1,1,6,1,1,Ch'ang,576,germany,female,71,193135.25,150k - 200k,above 60,1,100k - 150k,below 650,0.0,0.45200000000000007,0.7162162162162162,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.21694915260847591,0.7830508473915241,1.0
6580,15785975,0.0,2,1,7,1,0,Mason,525,spain,female,60,168034.9,150k - 200k,45-60,0,no saving,below 650,0.3333333333333333,0.35,0.5675675675675675,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.5381236975901654,0.46187630240983457,0.0
6581,15613180,153344.72,1,1,8,1,0,Miranda,727,germany,male,21,163295.87,150k - 200k,21-23,1,150k - 200k,above 700,0.0,0.7539999999999999,0.040540540540540515,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6522755747286818,0.3477244252713182,0.0
6582,15584229,123943.18,1,1,9,1,0,Simon,671,germany,female,23,159553.27,150k - 200k,21-23,1,100k - 150k,650-700,0.0,0.642,0.0675675675675676,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5383650142659961,0.4616349857340039,0.0
6583,15773804,0.0,1,0,5,0,0,Golubeva,625,france,male,39,99800.87,50k - 100k,33-44,0,no saving,below 650,0.0,0.5499999999999999,0.2837837837837838,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4924855928442484,0.5075144071557516,0.0
6584,15699515,98630.31,2,1,7,1,0,Manfrin,643,germany,male,33,40250.82,20k-50k,33-44,1,50k-100k,below 650,0.3333333333333333,0.586,0.2027027027027027,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.8464086339854855,0.15359136601451448,0.0
6585,15705313,58036.33,1,1,2,1,0,Stange,707,france,female,33,83335.78,50k - 100k,33-44,1,50k-100k,above 700,0.0,0.7139999999999999,0.2027027027027027,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.6315546829341596,0.3684453170658404,0.0
6586,15693817,0.0,2,0,5,0,0,Ferrari,539,spain,male,28,48382.4,20k-50k,24-32,0,no saving,below 650,0.3333333333333333,0.378,0.13513513513513514,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8999694678349072,0.10003053216509288,0.0
6587,15673790,109200.74,2,1,7,1,0,Taylor,498,germany,male,45,165990.44,150k - 200k,45-60,1,100k - 150k,below 650,0.3333333333333333,0.29599999999999993,0.36486486486486486,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.46412156154571527,0.5358784384542847,0.0
6588,15674868,0.0,2,1,0,1,0,Wei,696,spain,female,30,9002.8,1k-20k,24-32,0,no saving,650-700,0.3333333333333333,0.6920000000000001,0.16216216216216217,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.939853927814082,0.060146072185918074,0.0
6589,15692110,0.0,1,0,7,0,0,Ch'eng,758,france,female,33,188156.34,150k - 200k,33-44,0,no saving,above 700,0.0,0.816,0.2027027027027027,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.37979112954246996,0.62020887045753,0.0
6590,15645904,0.0,2,1,6,1,0,Parsons,685,france,female,33,186785.01,150k - 200k,33-44,0,no saving,650-700,0.3333333333333333,0.67,0.2027027027027027,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.8886758498604155,0.11132415013958454,0.0
6591,15581332,83173.98,2,1,1,1,0,Pan,655,germany,female,30,184259.6,150k - 200k,24-32,1,50k-100k,650-700,0.3333333333333333,0.61,0.16216216216216217,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.896350904116833,0.10364909588316695,0.0
6592,15808544,0.0,1,0,3,0,1,Cameron,747,france,female,40,57817.84,50k - 100k,33-44,0,no saving,above 700,0.0,0.7939999999999999,0.2972972972972973,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.40409296840954,0.59590703159046,0.0
6593,15734948,0.0,2,0,7,0,0,Igwebuike,601,spain,male,24,144660.42,100k - 150k,24-32,0,no saving,below 650,0.3333333333333333,0.5019999999999999,0.08108108108108109,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9082157153802808,0.09178428461971927,0.0
6594,15654531,82559.42,2,0,5,0,1,Tuan,477,france,male,22,163112.9,150k - 200k,21-23,1,50k-100k,below 650,0.3333333333333333,0.254,0.05405405405405406,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.9134632225573057,0.08653677744269428,0.0
6595,15637774,73494.21,1,0,5,0,0,Fraser,558,france,male,32,136301.1,100k - 150k,24-32,1,50k-100k,below 650,0.0,0.41600000000000004,0.1891891891891892,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.749807111938768,0.25019288806123197,0.0
6596,15677141,132450.24,1,1,2,1,0,Turnbull,586,spain,male,29,36176.63,20k-50k,24-32,1,100k - 150k,below 650,0.0,0.47199999999999986,0.14864864864864863,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8250103873442051,0.17498961265579496,0.0
6597,15739578,128663.9,1,0,6,0,1,Chiazagomekpere,850,france,male,49,65769.3,50k - 100k,45-60,1,100k - 150k,above 700,0.0,0.9999999999999999,0.4189189189189189,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.16973130028374972,0.8302686997162503,1.0
6598,15697360,79951.9,1,1,2,1,1,Yudina,505,france,female,36,174123.16,150k - 200k,33-44,1,50k-100k,below 650,0.0,0.30999999999999994,0.24324324324324326,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.6391859541131863,0.3608140458868136,0.0
6599,15655213,132508.3,1,1,8,1,1,Udinese,591,germany,female,51,161304.68,150k - 200k,45-60,1,100k - 150k,below 650,0.0,0.4819999999999999,0.445945945945946,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.10233377287386813,0.8976662271261319,1.0
6600,15580872,120530.13,2,0,1,0,0,Chinweike,761,germany,female,38,109394.62,100k - 150k,33-44,1,100k - 150k,above 700,0.3333333333333333,0.822,0.27027027027027034,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.5265030105982824,0.47349698940171764,0.0
6601,15683213,74988.59,2,1,10,1,0,Bergamaschi,554,france,female,35,190155.13,150k - 200k,33-44,1,50k-100k,below 650,0.3333333333333333,0.40800000000000003,0.22972972972972977,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.9028229543711384,0.09717704562886159,0.0
6602,15801188,94722.88,1,1,6,1,0,Milliner,774,france,female,47,61450.96,50k - 100k,45-60,1,50k-100k,above 700,0.0,0.848,0.39189189189189194,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.2932499450894017,0.7067500549105983,1.0
6603,15645029,0.0,2,0,5,0,0,Knowles,771,spain,female,33,8673.43,1k-20k,33-44,0,no saving,above 700,0.3333333333333333,0.842,0.2027027027027027,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.6982158384617978,0.30178416153820214,0.0
6604,15633181,71269.89,2,1,6,1,0,Swinton,792,france,male,31,125912.77,100k - 150k,24-32,1,50k-100k,above 700,0.3333333333333333,0.884,0.1756756756756757,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.9746878048045373,0.02531219519546263,0.0
6605,15598259,98612.1,1,0,9,0,0,Gregory,673,germany,female,41,151349.35,150k - 200k,33-44,1,50k-100k,650-700,0.0,0.646,0.3108108108108108,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.2744803095754784,0.7255196904245216,1.0
6606,15576000,138033.55,1,1,6,1,0,Chibueze,765,france,male,40,67972.45,50k - 100k,33-44,1,100k - 150k,above 700,0.0,0.83,0.2972972972972973,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.7064238985362421,0.2935761014637579,0.0
6607,15766047,91621.69,1,1,2,1,0,Sukhorukova,748,france,female,41,71139.31,50k - 100k,33-44,1,50k-100k,above 700,0.0,0.7959999999999999,0.3108108108108108,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.6337801772353612,0.3662198227646388,0.0
6608,15596339,140014.42,1,1,3,1,0,French,422,france,male,54,86350.97,50k - 100k,45-60,1,100k - 150k,below 650,0.0,0.1439999999999999,0.48648648648648657,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.32244401589276206,0.6775559841072379,1.0
6609,15715199,126815.97,2,1,5,1,0,Estrada,568,spain,male,27,118648.12,100k - 150k,24-32,1,100k - 150k,below 650,0.3333333333333333,0.43600000000000005,0.12162162162162166,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.9613187030872644,0.03868129691273556,0.0
6610,15615938,139663.37,1,1,3,1,0,Fleming,502,france,female,64,100995.11,100k - 150k,above 60,1,100k - 150k,below 650,0.0,0.30399999999999994,0.6216216216216217,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.38653637134403884,0.6134636286559612,0.0
6611,15679991,0.0,2,1,7,1,0,Kennedy,524,france,female,28,147100.72,100k - 150k,24-32,0,no saving,below 650,0.3333333333333333,0.348,0.13513513513513514,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9312107601222652,0.06878923987773476,0.0
6612,15626135,165312.27,1,0,1,0,0,Combes,689,france,male,34,155495.63,150k - 200k,33-44,1,150k - 200k,650-700,0.0,0.678,0.21621621621621623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.542866459047296,0.4571335409527039,0.0
6613,15792934,0.0,2,0,8,0,0,Carruthers,661,france,male,26,196875.87,150k - 200k,24-32,0,no saving,650-700,0.3333333333333333,0.622,0.10810810810810811,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9246236336304096,0.07537636636959046,0.0
6614,15744046,0.0,2,1,8,1,0,Andrejew,606,spain,male,33,63176.77,50k - 100k,33-44,0,no saving,below 650,0.3333333333333333,0.5119999999999999,0.2027027027027027,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9021904561887893,0.09780954381121065,0.0
6615,15700826,123699.28,2,1,1,1,0,Ko,678,germany,female,54,105221.76,100k - 150k,45-60,1,100k - 150k,650-700,0.3333333333333333,0.656,0.48648648648648657,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.3549374519850895,0.6450625480149105,1.0
6616,15756301,97325.15,1,1,3,1,0,Daniels,636,germany,female,29,131924.38,100k - 150k,24-32,1,50k-100k,below 650,0.0,0.572,0.14864864864864863,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6363738784372972,0.36362612156270274,0.0
6617,15586517,97041.16,1,1,5,1,0,Toscano,647,france,male,32,23132.73,20k-50k,24-32,1,50k-100k,below 650,0.0,0.594,0.1891891891891892,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8735300735355488,0.12646992646445124,0.0
6618,15751297,0.0,2,0,5,0,0,Wilson,732,france,male,36,161428.25,150k - 200k,33-44,0,no saving,above 700,0.3333333333333333,0.7639999999999999,0.24324324324324326,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.8281680693814634,0.17183193061853666,0.0
6619,15710365,104129.24,2,0,0,0,1,Thomson,646,france,male,50,181794.86,150k - 200k,45-60,1,100k - 150k,below 650,0.3333333333333333,0.592,0.4324324324324324,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.46441233939224424,0.5355876606077558,0.0
6620,15679307,0.0,1,1,1,1,0,Kazantseva,559,france,female,43,86634.3,50k - 100k,33-44,0,no saving,below 650,0.0,0.41800000000000004,0.3378378378378379,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5629839200456306,0.43701607995436936,0.0
6621,15610753,104367.5,1,1,3,1,0,Cremonesi,581,france,male,28,29937.75,20k-50k,24-32,1,100k - 150k,below 650,0.0,0.46199999999999986,0.13513513513513514,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8551758802545586,0.1448241197454414,0.0
6622,15811036,135369.71,1,1,7,1,0,Ferri,565,france,male,46,140130.22,100k - 150k,45-60,1,100k - 150k,below 650,0.0,0.43000000000000005,0.37837837837837845,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.32244401589276206,0.6775559841072379,1.0
6623,15610912,112119.48,1,0,6,0,0,Ferri,657,spain,female,41,17536.82,1k-20k,33-44,1,100k - 150k,650-700,0.0,0.614,0.3108108108108108,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.3924935002702027,0.6075064997297973,0.0
6624,15619932,123760.68,1,1,7,1,0,Lombardi,847,france,male,66,53157.16,50k - 100k,above 60,1,100k - 150k,above 700,0.0,0.9939999999999999,0.6486486486486487,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.5462227894028728,0.45377721059712717,0.0
6625,15746199,0.0,1,1,6,1,1,Eluemuno,558,france,female,41,143585.29,100k - 150k,33-44,0,no saving,below 650,0.0,0.41600000000000004,0.3108108108108108,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6093413567094652,0.39065864329053474,0.0
6626,15584967,0.0,2,1,6,1,0,Chiganu,596,spain,male,57,72402.0,50k - 100k,45-60,0,no saving,below 650,0.3333333333333333,0.4919999999999999,0.527027027027027,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6466222866910467,0.35337771330895335,0.0
6627,15734365,0.0,2,1,5,1,0,Hsueh,579,france,male,39,39891.84,20k-50k,33-44,0,no saving,below 650,0.3333333333333333,0.45799999999999985,0.2837837837837838,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9132175030759254,0.08678249692407454,0.0
6628,15726960,0.0,2,1,3,1,0,O'Brien,741,france,female,36,89804.83,50k - 100k,33-44,0,no saving,above 700,0.3333333333333333,0.7819999999999999,0.24324324324324326,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.8693294621258356,0.13067053787416436,0.0
6629,15665177,0.0,2,1,3,1,0,Booth,613,france,male,44,136491.72,100k - 150k,33-44,0,no saving,below 650,0.3333333333333333,0.5259999999999999,0.35135135135135137,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9201723799267222,0.07982762007327777,0.0
6630,15779915,0.0,1,0,5,0,0,O'Loghlin,694,spain,male,31,35593.18,20k-50k,24-32,0,no saving,650-700,0.0,0.6880000000000001,0.1756756756756757,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7305294434644096,0.2694705565355903,0.0
